,SBD,TOÁN,VĂN,LÝ,HÓA,SINH,SỬ,ĐỊA,GDCD,ANH,KHTN,KHXH,KHỐI A,KHỐI B,KHỐI C,KHỐI D,KHỐI A1
0,52002005,7.2,3.25,6.75,4.75,4.5,,,,7.2,5.33,,18.7,16.45,,17.65,21.15
1,52002014,4.8,4.5,2.25,2.75,2.5,,,,3.0,2.5,,9.8,10.05,,12.3,10.05
2,52002013,4.6,6.5,4.75,4.25,4.5,,,,5.6,4.5,,13.6,13.35,,16.7,14.95
3,52002007,5.4,6.25,3.0,4.0,4.75,,,,2.8,3.92,,12.4,14.15,,14.45,11.2
4,52002023,5.4,5.5,4.25,3.25,3.0,,,,5.0,3.5,,12.9,11.65,,15.9,14.65
5,52002031,4.8,4.0,5.0,3.25,4.5,,,,5.8,4.25,,13.05,12.55,,14.6,15.6
6,52002048,7.0,5.75,4.75,5.5,6.0,,,,3.8,5.42,,17.25,18.5,,16.55,15.55
7,52002035,5.6,6.5,3.5,4.0,5.0,,,,4.2,4.17,,13.1,14.6,,16.3,13.3
8,52002040,6.6,5.0,5.25,7.25,4.5,,,,6.2,5.67,,19.1,18.35,,17.8,18.05
9,52002034,6.8,6.75,6.5,5.25,4.25,,,,5.2,5.33,,18.55,16.3,,18.75,18.5
10,52002055,5.8,4.75,4.0,3.25,3.5,,,,4.6,3.58,,13.05,12.55,,15.15,14.4
11,52002049,6.2,5.0,8.0,7.5,2.75,,,,3.6,6.08,,21.7,16.45,,14.8,17.8
12,52002057,6.8,6.0,5.75,4.5,4.0,,,,8.0,4.75,,17.05,15.3,,20.8,20.55
13,52002064,6.0,4.75,6.0,4.5,5.25,,,,7.8,5.25,,16.5,15.75,,18.55,19.8
14,52002088,6.4,6.75,3.25,4.5,3.25,,,,8.2,3.67,,14.15,14.15,,21.35,17.85
15,52002076,6.6,7.5,4.0,4.75,2.25,,,,4.8,3.67,,15.35,13.6,,18.9,15.4
16,52002092,7.0,4.0,5.0,5.25,4.25,,,,5.0,4.83,,17.25,16.5,,16,17.0
17,52002071,6.2,5.75,5.5,5.25,4.25,,,,3.8,5.0,,16.95,15.7,,15.75,15.5
18,52002084,6.2,6.25,5.75,3.75,3.0,,,,2.6,4.17,,15.7,12.95,,15.05,14.55
