,SBD,TOÁN,VĂN,LÝ,HÓA,SINH,SỬ,ĐỊA,GDCD,ANH,KHTN,KHXH,KHỐI A,KHỐI B,KHỐI C,KHỐI D,KHỐI A1
0,7000225,6.4,6.0,5.0,3.75,4.75,,,,3.2,4.5,,15.15,14.9,,15.6,14.6
1,7000234,3.8,3.75,,,,3.25,4.5,5.75,4.6,,4.5,,,11.5,12.15,
2,7000246,6.8,5.0,5.25,5.25,3.25,,,,4.8,4.58,,17.3,15.3,,16.6,16.85
3,7000251,6.8,4.75,6.0,5.25,5.25,,,,3.4,5.5,,18.05,17.3,,14.95,16.2
4,7000270,3.6,3.5,,,,4.5,6.25,7.5,4.4,,6.08,,,14.25,11.5,
5,7000276,2.2,5.25,,,,3.5,4.75,7.5,3.2,,5.25,,,13.5,10.65,
6,7000289,5.8,3.25,4.25,5.25,4.0,,,,3.8,4.5,,15.3,15.05,,12.85,13.85
7,7000297,6.0,7.25,,,,5.75,6.75,8.25,3.0,,6.92,,,19.75,16.25,
8,7000310,5.2,7.5,,,,4.25,6.75,8.75,3.4,,6.58,,,18.5,16.1,
9,7000529,4.0,6.5,,,,3.75,5.25,7.25,5.2,,5.42,,,15.5,15.7,
10,7000542,6.2,3.0,4.0,1.25,5.0,,,,2.4,3.42,,11.45,12.45,,11.6,12.6
11,7000553,6.2,5.75,4.25,7.5,7.0,,,,3.8,6.25,,17.95,20.7,,15.75,14.25
12,7000563,5.4,5.5,,,,4.5,6.25,7.75,3.8,,6.17,,,16.25,14.7,
13,7000576,4.2,5.75,,,,2.75,4.5,7.25,4.2,,4.83,,,13.0,14.15,
14,7000585,3.6,5.0,,,,2.75,6.25,6.0,3.4,,5.0,,,14.0,12,
15,7000155,2.6,3.5,,,,2.25,3.5,,,,,,,9.25,,
16,7000163,3.4,7.0,,,,6.5,,,,,,,,,,
17,7000177,4.2,4.25,,,,5.0,,,,,,,,,,
18,7000182,4.4,6.5,,,,5.25,,,,,,,,,,
19,7000353,5.4,6.5,4.75,6.0,5.0,,,,3.6,5.25,,16.15,16.4,,15.5,13.75
20,7000363,3.2,5.5,,,,4.25,4.75,6.25,3.0,,5.08,,,14.5,11.7,
21,7000382,6.6,5.5,6.75,6.0,5.5,,,,4.4,6.08,,19.35,18.1,,16.5,17.75
22,7000387,5.4,6.5,5.25,4.75,6.0,,,,3.8,5.33,,15.4,16.15,,15.7,14.45
23,7000390,5.2,4.25,4.0,3.75,3.75,,,,2.4,3.83,,12.95,12.7,,11.85,11.6
24,7000406,5.6,6.75,,,,4.25,6.75,7.25,2.6,,6.08,,,17.75,14.95,
25,7000411,2.4,6.0,,,,2.5,5.5,6.0,2.2,,4.67,,,14.0,10.6,
26,7000423,4.2,4.5,,,,4.0,6.25,5.75,4.6,,5.33,,,14.75,13.3,
27,7000431,3.8,4.5,,,,5.0,7.25,7.5,3.2,,6.58,,,16.75,11.5,
28,7000438,3.2,3.25,,,,3.25,4.5,4.0,2.8,,3.92,,,11.0,9.25,
29,7000441,5.4,5.5,,,,5.25,5.75,7.5,3.6,,6.17,,,16.5,14.5,
30,7000590,5.2,6.75,5.0,5.0,4.5,,,,3.8,4.83,,15.2,14.7,,15.75,14.0
31,7000595,4.0,3.25,,,,3.25,6.25,5.5,3.0,,5.0,,,12.75,10.25,
32,7000600,2.0,4.5,,,,3.25,3.75,6.25,3.2,,4.42,,,11.5,9.7,
33,7000603,4.6,5.0,,,,3.25,4.5,6.0,3.2,,4.58,,,12.75,12.8,
34,7000618,5.0,6.25,,,,4.75,7.25,8.5,4.0,,6.83,,,18.25,15.25,
35,7000621,3.8,5.5,3.25,2.5,3.0,,,,2.8,2.92,,9.55,9.3,,12.1,9.85
36,7000190,3.8,5.0,,,,5.25,,,,,,,,,,
37,7000194,1.6,1.5,,,,3.0,2.5,,,,,,,7.0,,
38,7000203,4.4,3.5,,,,3.0,,,,,,,,,,
39,7000252,2.8,6.0,,,,4.5,,,,,,,,,,
40,7000264,2.0,2.5,,,,2.75,,,,,,,,,,
41,7000265,3.8,7.25,,,,4.75,,,,,,,,,,
42,7000283,5.6,5.75,,,,7.0,,,,,,,,,,
43,7000307,3.6,4.0,,,,3.0,,,,,,,,,,
44,7000355,4.0,3.75,,,,2.5,4.75,,,,,,,11.0,,
45,7000377,3.2,4.5,,,,3.5,3.5,,,,,,,11.5,,
46,7000398,4.2,6.25,,,,4.5,,,,,,,,,,
47,7000401,5.4,3.25,,,,3.75,,,,,,,,,,
48,7000409,6.0,6.0,,,,4.5,,,,,,,,,,
49,7000413,3.8,4.75,,,,3.75,6.5,,,,,,,15.0,,
50,7000418,1.8,1.5,,,,3.25,,,,,,,,,,
51,7000426,3.4,4.5,,,,3.75,5.75,,,,,,,14.0,,
52,7000499,4.2,4.75,,,,3.0,4.5,,,,,,,12.25,,
53,7000512,4.0,3.75,,,,3.0,,,,,,,,,,
54,7000795,4.2,4.0,,,,3.75,8.0,,,,,,,15.75,,
55,7000815,3.6,4.0,,,,2.25,4.0,,,,,,,10.25,,
56,7000782,,6.75,,,,5.5,8.5,,,,,,,20.75,,
57,7000788,3.4,6.25,,,,3.0,6.5,,,,,,,15.75,,
58,7000798,2.8,3.0,,,,5.0,4.0,,,,,,,12.0,,
59,7000800,3.6,3.75,,,,3.5,4.0,,,,,,,11.25,,
60,7001378,4.6,7.0,5.0,4.75,4.25,,,,4.0,4.67,,14.35,13.6,,15.6,13.6
61,7001398,5.4,5.0,3.75,6.25,3.75,,,,4.6,4.58,,15.4,15.4,,15,13.75
62,7001325,5.0,6.5,3.0,4.5,5.25,,,,3.6,4.25,,12.5,14.75,,15.1,11.6
63,7001364,3.6,5.0,2.5,4.25,3.0,,,,4.2,3.25,,10.35,10.85,,12.8,10.3
64,7001389,5.8,7.75,2.25,5.0,5.25,,,,4.2,4.17,,13.05,16.05,,17.75,12.25
65,7001394,6.0,5.5,3.5,5.25,5.5,,,,4.4,4.75,,14.75,16.75,,15.9,13.9
66,7001405,5.8,4.5,3.25,6.0,4.5,,,,3.0,4.58,,15.05,16.3,,13.3,12.05
67,7001279,2.0,2.25,,,,4.5,4.5,4.0,3.6,,4.33,,,11.25,7.85,
68,7001297,2.2,,,3.5,3.25,,,,,,,,8.95,,,
69,7001304,2.0,,,2.5,3.5,,,,,,,,8.0,,,
70,7000229,2.8,4.0,,,,2.75,6.0,6.25,3.6,,5.0,,,12.75,10.4,
71,7000247,3.4,5.25,,,,3.25,6.5,8.25,3.2,,6.0,,,15.0,11.85,
72,7000272,4.6,5.5,,,,4.25,4.75,7.75,1.4,,5.58,,,14.5,11.5,
73,7000275,3.6,4.0,,,,4.25,4.75,6.75,1.8,,5.25,,,13.0,9.4,
74,7000238,3.4,1.75,,,,2.75,4.25,5.5,2.2,,4.17,,,8.75,7.35,
75,7000250,4.2,6.5,,,,2.5,5.0,6.25,3.4,,4.58,,,14.0,14.1,
76,7000254,5.6,5.75,,,,4.75,7.25,8.75,3.2,,6.92,,,17.75,14.55,
77,7000257,4.8,4.75,,,,3.25,4.5,6.75,3.2,,4.83,,,12.5,12.75,
78,7000230,4.4,8.0,,,,6.5,7.25,8.0,3.4,,7.25,,,21.75,15.8,
79,7000282,4.2,6.25,,,,4.5,7.75,8.5,3.0,,6.92,,,18.5,13.45,
80,7000292,4.8,7.5,,,,5.5,8.5,8.25,4.4,,7.42,,,21.5,16.7,
81,7000295,4.2,5.25,,,,3.0,5.0,7.5,3.2,,5.17,,,13.25,12.65,
82,7000303,4.8,4.25,,,,5.75,7.5,8.25,3.8,,7.17,,,17.5,12.85,
83,7000309,4.6,6.0,,,,7.5,7.75,8.0,1.8,,7.75,,,21.25,12.4,
84,7000314,4.6,5.25,,,,4.0,5.5,8.0,2.4,,5.83,,,14.75,12.25,
85,7000328,5.4,5.0,,,,4.0,6.25,7.0,2.4,,5.75,,,15.25,12.8,
86,7000302,,3.5,,,,3.75,2.75,,,,,,,10.0,,
87,7000306,3.8,2.75,,,,2.25,,,,,,,,,,
88,7000316,3.4,3.25,,,,2.25,4.25,,,,,,,9.75,,
89,7000351,3.6,2.5,,,,2.75,3.75,,,,,,,9.0,,
90,7000399,3.2,4.75,,,,4.0,,,,,,,,,,
91,7000403,3.2,3.25,,,,5.5,,,,,,,,,,
92,7000410,2.8,5.75,,,,3.25,4.25,,,,,,,13.25,,
93,7000429,4.6,3.25,,,,1.75,4.75,,,,,,,9.75,,
94,7000556,4.4,2.25,,,,4.5,,,,,,,,,,
95,7000583,3.8,3.0,,,,4.5,6.0,,,,,,,13.5,,
96,7000593,1.6,4.5,,,,3.75,,,,,,,,,,
97,7000996,5.2,7.25,4.5,6.0,5.5,,,,2.4,5.33,,15.7,16.7,,14.85,12.1
98,7001034,6.6,5.25,4.25,5.25,4.5,,,,5.0,4.67,,16.1,16.35,,16.85,15.85
99,7000631,4.2,5.75,3.5,3.75,4.0,,,,1.0,3.75,,11.45,11.95,,10.95,8.7
100,7000639,6.4,5.5,5.75,5.0,6.25,,,,5.0,5.67,,17.15,17.65,,16.9,17.15
101,7000643,5.0,7.0,,,,4.5,5.75,8.0,2.6,,6.08,,,17.25,14.6,
102,7000651,1.8,3.5,,,,2.0,4.0,5.25,2.2,,3.75,,,9.5,7.5,
103,7000656,4.6,7.0,,,,4.75,6.0,7.75,4.0,,6.17,,,17.75,15.6,
104,7000665,2.6,4.75,,,,2.75,5.5,6.25,2.6,,4.83,,,13.0,9.95,
105,7000668,4.6,7.25,,,,5.25,5.0,5.5,3.0,,5.25,,,17.5,14.85,
106,7000674,6.4,4.5,7.25,6.0,2.75,,,,2.6,5.33,,19.65,15.15,,13.5,16.25
107,7000678,5.2,6.5,,,,6.75,7.5,8.75,3.6,,7.67,,,20.75,15.3,
108,7000694,5.4,2.75,6.25,6.5,3.25,,,,2.4,5.33,,18.15,15.15,,10.55,14.05
109,7000707,6.6,5.25,2.75,2.5,5.75,,,,3.6,3.67,,11.85,14.85,,15.45,12.95
110,7000726,4.6,4.5,,,,5.25,7.25,8.0,3.0,,6.83,,,17.0,12.1,
111,7000733,3.4,6.5,,,,2.75,5.25,6.75,3.0,,4.92,,,14.5,12.9,
112,7000753,5.2,3.25,5.25,6.25,2.0,,,,3.4,4.5,,16.7,13.45,,11.85,13.85
113,7000754,3.6,2.0,,,,3.75,3.0,4.5,2.6,,3.75,,,8.75,8.2,
114,7000771,3.6,4.5,,,,2.5,5.0,7.5,2.8,,5.0,,,12.0,10.9,
115,7000543,4.4,5.25,,,,6.5,,,,,,,,,,
116,7000566,2.0,,3.25,2.75,,,,,,,,8.0,,,,
117,7000870,4.8,4.5,,,,4.0,5.25,7.0,3.2,,5.42,,,13.75,12.5,
118,7000877,4.8,2.75,,,,3.5,5.75,6.25,2.8,,5.17,,,12.0,10.35,
119,7000881,4.4,5.75,3.0,4.25,3.75,,,,2.6,3.67,,11.65,12.4,,12.75,10.0
120,7001020,4.2,3.75,,,,3.75,5.75,6.25,2.2,,5.25,,,13.25,10.15,
121,7001023,6.6,7.0,,,,3.75,7.0,8.25,2.8,,6.33,,,17.75,16.4,
122,7001032,4.0,3.75,,,,3.75,4.75,6.25,2.6,,4.92,,,12.25,10.35,
123,7001039,4.4,4.25,,,,6.5,6.75,8.25,2.6,,7.17,,,17.5,11.25,
124,7001030,3.8,3.0,,,,3.75,7.25,8.25,2.0,,6.42,,,14.0,8.8,
125,7001037,2.8,4.75,,,,3.5,5.0,7.25,3.2,,5.25,,,13.25,10.75,
126,7001017,3.8,4.75,,,,2.75,4.0,5.75,3.0,,4.17,,,11.5,11.55,
127,7001044,3.2,4.75,,,,3.5,4.0,4.0,3.4,,3.83,,,12.25,11.35,
128,7001056,4.4,5.0,,,,3.5,8.0,8.25,2.4,,6.58,,,16.5,11.8,
129,7001048,5.0,5.5,,,,6.0,3.75,6.5,3.2,,5.42,,,15.25,13.7,
130,7001167,4.2,4.25,,,,3.75,4.75,,,,,,,12.75,,
131,7001173,5.2,2.25,,,,2.5,4.75,,,,,,,9.5,,
132,7001179,4.6,1.5,,,,5.75,3.0,,,,,,,10.25,,
133,7000864,5.6,5.25,6.0,4.75,5.0,,,,2.8,5.25,,16.35,15.35,,13.65,14.4
134,7001185,3.8,4.75,,,,3.75,4.5,,,,,,,13.0,,
135,7001188,4.2,3.75,,,,4.5,4.0,,,,,,,12.25,,
136,7000518,6.0,5.0,5.25,3.5,3.0,,,,3.4,3.92,,14.75,12.5,,14.4,14.65
137,7000521,4.4,3.75,,,,2.5,5.0,5.0,2.2,,4.17,,,11.25,10.35,
