,SBD,TOÁN,VĂN,LÝ,HÓA,SINH,SỬ,ĐỊA,GDCD,ANH,KHTN,KHXH,KHỐI A,KHỐI B,KHỐI C,KHỐI D,KHỐI A1
0,8000295,2.6,5.0,,,,3.25,4.0,5.5,2.8,,4.25,,,12.25,10.4,
1,8000300,3.2,4.0,,,,2.5,4.5,6.25,1.4,,4.42,,,11.0,8.6,
2,8000309,5.6,5.25,,,,4.0,5.5,9.25,3.0,,6.25,,,14.75,13.85,
3,8000312,4.2,5.25,,,,3.25,4.0,6.75,2.4,,4.67,,,12.5,11.85,
4,8000317,3.8,6.25,,,,4.25,6.25,7.75,3.6,,6.08,,,16.75,13.65,
5,8000320,4.6,4.5,2.5,2.75,3.25,2.5,7.75,8.0,3.2,2.83,6.08,9.85,10.6,14.75,12.3,10.3
6,8000323,5.0,5.5,,,,5.25,6.75,9.25,3.0,,7.08,,,17.5,13.5,
7,8000329,2.0,5.5,,,,2.75,4.5,6.75,3.2,,4.67,,,12.75,10.7,
8,8000331,4.2,5.75,,,,4.0,5.0,9.25,2.8,,6.08,,,14.75,12.75,
9,8000341,2.6,4.5,,,,3.75,3.25,7.5,2.8,,4.83,,,11.5,9.9,
10,8000356,3.6,4.0,,,,2.25,4.75,5.75,3.2,,4.25,,,11.0,10.8,
11,8000359,4.0,5.25,,,,3.0,6.0,7.5,1.6,,5.5,,,14.25,10.85,
12,8000336,3.8,4.25,,,,3.75,5.25,7.75,,,5.58,,,13.25,,
13,8000347,4.6,5.25,,,,4.5,5.75,8.25,2.8,,6.17,,,15.5,12.65,
14,8000351,3.2,3.5,,,,3.0,3.75,4.5,2.8,,3.75,,,10.25,9.5,
15,8000354,4.6,7.5,,,,5.5,8.0,8.5,3.8,,7.33,,,21.0,15.9,
16,8000406,6.0,5.5,,,,5.5,7.5,8.75,3.6,,7.25,,,18.5,15.1,
17,8003506,5.4,7.75,,,,5.5,7.5,9.0,,,7.33,,,20.75,,
18,8003512,4.2,3.25,,,,2.75,5.0,6.5,3.6,,4.75,,,11.0,11.05,
19,8003530,3.0,4.5,,,,4.0,6.25,8.25,2.8,,6.17,,,14.75,10.3,
20,8003540,4.8,7.0,,,,5.25,6.75,9.0,,,7.0,,,19.0,,
21,8003553,6.2,5.5,4.5,5.75,3.75,,,,2.0,4.67,,16.45,15.7,,13.7,12.7
22,8003573,6.0,6.0,,,,4.0,5.5,8.5,4.6,,6.0,,,15.5,16.6,
23,8003593,4.8,4.0,,,,3.0,5.75,8.5,2.0,,5.75,,,12.75,10.8,
24,8003602,5.8,7.75,,,,4.5,6.75,9.0,2.8,,6.75,,,19.0,16.35,
25,8003612,4.8,5.0,2.0,2.75,4.5,,,,2.8,3.08,,9.55,12.05,,12.6,9.6
26,8003628,4.2,5.25,,,,4.75,3.75,6.75,3.8,,5.08,,,13.75,13.25,
27,8003637,3.0,5.25,,,,1.5,5.0,7.25,3.6,,4.58,,,11.75,11.85,
28,8003654,5.0,5.5,3.75,5.0,4.0,,,,3.4,4.25,,13.75,14.0,,13.9,12.15
29,8003674,4.6,5.25,,,,4.25,4.75,7.75,3.6,,5.58,,,14.25,13.45,
30,8003685,4.6,5.25,,,,4.25,6.5,8.5,4.0,,6.42,,,16.0,13.85,
31,8003694,4.8,6.5,,,,4.5,6.5,8.5,3.8,,6.5,,,17.5,15.1,
32,8003705,5.0,5.75,6.0,5.0,4.5,,,,2.8,5.17,,16.0,14.5,,13.55,13.8
33,8003720,3.6,6.0,,,,4.25,5.5,7.5,6.6,,5.75,,,15.75,16.2,
34,8001302,6.4,8.75,,,,6.25,8.25,8.5,3.0,,7.67,,,23.25,18.15,
35,8001339,4.2,4.25,,,,2.75,5.75,5.75,2.8,,4.75,,,12.75,11.25,
