,SBD,TOÁN,VĂN,LÝ,HÓA,SINH,SỬ,ĐỊA,GDCD,ANH,KHTN,KHXH,KHỐI A,KHỐI B,KHỐI C,KHỐI D,KHỐI A1
0,32007188,4.8,5.25,4.75,3.75,3.25,,,,2.8,3.92,,13.3,11.8,,12.85,12.35
1,32007193,4.4,7.25,,,,4.5,7.0,8.25,4.0,,6.58,,,18.75,15.65,
2,32007195,6.4,5.75,5.25,4.5,3.25,,,,5.0,4.33,,16.15,14.15,,17.15,16.65
3,32007200,6.0,6.5,,,,3.75,6.75,7.75,4.4,,6.08,,,17.0,16.9,
4,32007202,5.4,5.5,,,,2.5,5.75,7.75,4.0,,5.33,,,13.75,14.9,
5,32007214,6.0,4.5,5.75,4.25,3.75,,,,3.8,4.58,,16.0,14.0,,14.3,15.55
6,32007225,5.8,4.5,4.0,4.25,2.5,,,,4.2,3.58,,14.05,12.55,,14.5,14.0
7,32007227,3.6,6.75,,,,2.5,5.75,8.0,3.4,,5.42,,,15.0,13.75,
8,32007231,6.0,5.25,5.0,4.75,5.25,,,,2.4,5.0,,15.75,16.0,,13.65,13.4
9,32007234,4.0,5.75,,,,3.25,4.25,8.0,3.6,,5.17,,,13.25,13.35,
10,32007237,6.2,6.0,3.75,2.25,3.75,,,,3.2,3.25,,12.2,12.2,,15.4,13.15
11,32007240,4.0,4.5,,,,2.75,3.25,4.75,2.8,,3.58,,,10.5,11.3,
12,32007244,5.4,7.25,,,,4.5,4.5,7.75,5.4,,5.58,,,16.25,18.05,
13,32007252,4.4,4.75,,,,3.5,7.0,7.25,2.6,,5.92,,,15.25,11.75,
14,32007259,4.4,4.75,,,,3.5,4.5,5.75,3.2,,4.58,,,12.75,12.35,
15,32007262,4.6,5.5,4.25,4.25,4.75,,,,3.4,4.42,,13.1,13.6,,13.5,12.25
16,32007264,6.0,4.25,4.5,4.75,3.25,,,,2.6,4.17,,15.25,14.0,,12.85,13.1
17,32007300,5.8,5.5,4.75,4.25,5.0,,,,3.0,4.67,,14.8,15.05,,14.3,13.55
18,32007315,6.0,5.25,3.75,5.0,4.75,,,,4.0,4.5,,14.75,15.75,,15.25,13.75
19,32007324,6.6,5.0,5.5,5.5,4.5,,,,3.6,5.17,,17.6,16.6,,15.2,15.7
20,32007304,7.4,4.5,4.5,4.75,5.5,,,,3.2,4.92,,16.65,17.65,,15.1,15.1
21,32007336,6.4,5.0,6.25,6.25,3.25,,,,4.0,5.25,,18.9,15.9,,15.4,16.65
